times asked,submitted,keyword,pos,enumeration,tok,eng,examples
9,"lipamanka, kala Asi",from,prep,1,tan,"originating in/at, because of","mi kama **tan** ma Mewika. | I came **from** America.
jan mute li moli **tan** ike sijelo. | Many people die **from** disease."
9,kala Asi,from,prep,2,"en, ∅",indicating differentiation,"pilin mi **en** pilin sina li sama ala. | You opinions differ **from** mine.
ona li sona **e** ike **e** pona. | He knows right **from** wrong."
0,,front,,,,,
0,,frown,,,,,
5,ijo vivi,fuck,interj,1a,"a, ike",(expression of frustration),"tomo kama la tenpo kama li weka suli. — **ike a**. | The next bus only comes in 30 minutes. — **Fuck**.
**aaaaa**, noka mi a!! | **Fuck**, my toe!!"
5,ijo vivi,fuck,interj,1b,"a, mute",(used for emphasis),"a! moku ni li wawa **a**! | Oh! **Fuck**, this stuff tastes good!"
5,ijo vivi,fuck,v,1,"... li ike, ... o anpa",(used to belittle someone),"kulupu la mi o len nasa ala. taso **ona li ike**. mi kute ala. | The guys at work keep saying I dress weird. But **fuck them**, I'll do whatever I want."
5,ijo vivi,fuck,v,2,unpa,to have sex,mi en ona li **unpa** lon ale pi tenpo pimeja. | Me and them were **fucking** all night.
3,ijo vivi,full,adj,1,"ale ken li lon, ijo (sin) ala li ken",having little to no empty space,poki pan la **pan ale ken li lon**. | **All the bread that will fit is in** the breadbox.
3,ijo vivi,full,adj,2,"wile ala moku (sin), ken ala moku",no longer needing to eat,"""sina wile ala wile moku e suwi?"" ni ala; mi **ken ala moku**. | ""Do you want to eat dessert?"" No, I'm **full**."
0,lipamanka,fungus,n,,soko,any organism of the Fungi kingdom,"mi pana e telo kili tawa tomo pimeja li weka tan tomo lon tenpo suli, la mi pilin e ni: mi kama sin, la ma **soko** wawa li lon. | If I leave fruit juice in a dark room and leave the room for a long period of time, I think I'll return to a beautiful **fungus** garden. "
6,kala Asi,funny,adj,1,musi,"amusing, humorous",jan mute a li kama lukin e sitelen **musi** soweli. | The **funny** cat video went viral.
6,kala Asi,funny,adj,2,nasa,unusual,telo li pana e kon pi jaki **nasa**. | The milk smelt **funny**.
6,lipamanka,furry,,,"jan soweli, soweli",member of the furry fandom,kulupu suli pi **jan soweli** li kama lon ma mi. | There's a large **furry** convention happening in my city.
5,ilo Tani,future,n,,tenpo kama,a time yet to be experienced,"**tenpo kama** la mi wile kama sona e toki mute. | In the **future**, I want to learn many languages."
5,ilo Tani,future,adj,,"kama, tenpo kama",occurring in the future,pali pi jan lon li weka e ken pi jan pi **tenpo kama**. | The actions of people of the present are harming the opportunities of **future** generations.
0,lipamanka,gain,v,,kama jo ,to acquire,sina **kama jo** e jan ni: ona li wile pona tawa sina. | You've **gained** a friend. 
0,lipamanka,gain,n,,"sijelo, luka, noka, monsi, etc; pona, wawa, suli",muscles toned from working out,o lukin e **luka wawa** ni a!! | Look at these bicep **gains!!**
0,lipamanka,gain on,v,,"kama lon poka, kama poka lon monsi",to follow closely behind and close the gap over time,"ona li **kama poka lon monsi** mi la mi suli e wawa tawa. | When she started **gaining on** me, I ran faster. "
3,lipamanka,game,n,,musi,an enjoyable system of rules,mi wile **musi** supa lon poka sina tan ni: sina suwi. | I want to play a board **game** with you because you're so sweet. 
3,lipamanka,game,v,,musi (lon ilo),to play with enjoyable programs on computers ,"mi wile **musi** mute **lon ilo,** taso mama li ken ala e ni. | I want to **game** a lot, but my parents don't allow it. "
3,lipamanka,game,v,,"utala, nasa",to mess with or exploit a system,mi **nasa** e nasin mani pi ma Tosi. | I'm **gaming** the German bank system. 
2,lipamanka,gamer,n,,"jan musi, jan pi musi ilo",someone who plays enjoyable programs on computers,"mi toki ala tawa **jan pi musi ilo** tan ni: mi lili, la musi ilo li moli e mama mama mi. | I don't talk to **gamers** because gaming killed my grandma. "
12,"mun Nanseki, pakala Mapuju",gay,adj,,"olin e {meli/mije}, olin e kule sama",attracted to one's own gender (cf '[straight]'),"ona li mije li **olin e mije**. | He's a guy and he's **gay**.
jan mute li kama kulupu. ona ale li **olin e kule sama**. | Many people gathered. They're all **gay**."
0,,gaze,,,,,
0,,geek,,,,,
16,"mute ante, pakala Mapuju",gender,,,"(mije en meli la) poki, kule","social category of man, woman, nonbinary, etc.","**mije en meli la** mi **poki** ala. | I don't fit into the **gender binary**.
**mije la meli la tonsi la** ale o kama e mani sama. | People deserve the same welfare regardless of **gender**."
0,ijo vivi,general,adj,,"kulupu, mute, ale, ∅",involving many or all members of a group,nasin sin li pona e jan **mute**. | The new policy improved **general** quality of life.
0,,general,n,,(utala la) jan lawa,member of the military,
0,,gently,,,,,
7,kala Asi,get,v,1,kama jo,become in possession of,mi en jan olin mi li **kama jo** e soweli lili suwi a! | Me and my partner **got** a pet!
7,kala Asi,get,v,2,jo,be in possession of,sina **jo** ala **jo** e lipu ken? | Have you **got** a ticket?
7,kala Asi,get,v,3,kama e (ijo),fetch,o **kama** e supa tan tomo ante. jan kama li wile e ona. | Please **get** a chair from the other room for our guest.
7,kala Asi,get,v,4,kama,"become, turn, begin","mi **kama** wile moku. | I'm **getting** hungry.
ona li **kama** pona tawa mi. | I'm **getting** to like him."
7,kala Asi,get,v,5,sona,"understand, dig","mi **sona** a. | Yeah, I **get** it."
7,ijo vivi,get,v,6,∅,(used in passive constructions in English),"a, kulupu li pakala a e sina lon utala! | Whoa, you really **got** wrecked in the fight!"
0,ijo vivi,get well soon,interj,,o kama pona; or many others,(said to a sick person),jaki li lon sijelo mi la mi wawa ala. — ike a! **tenpo jaki sina o lili taso**! | I'm sick and have no energy. — Oh no! **I hope you won't stay sick for long**!
5,ijo vivi,ghost,n,,"kon moli, jan moli","spirit of a dead person, sometimes considered frightening","pilin mi la jan li **moli** la ona li kama ala **kon**. | I don't believe in **ghosts**.
sinpin sina li kama walo a! sina lukin e **jan moli** anu seme? | Your face is so pale! Did you see a **ghost**?"
0,"lipamanka, (via ale sa)",gift,n,,(ijo) pana,an object given without a required reciprocation,"a, **pana** mi li ike tawa sina. mi o weka e ona e mi tan poka sina. mi o awen weka tawa tenpo ale. | Oh, you didn't like my **gift.** I should take it back and leave your side. I should stay away forever.
mama mi li sike sin e suno la mi alasa **pana** e **ijo** tawa ona. | I'm looking for a birthday **gift** for my mom."
0,ijo vivi,girl,,,meli (lili),feminine young person,**meli** li pona la ona li kama lon ma sewi ike lon moli ona. | All the good **girls** go to hell.
7,kala Asi,give,v,1,pana,"transfer, share, put","mi **pana** e moku e olin tawa soweli mi. | I **gave** my cat his food and my love.
tenpo pana la mi **pana** e kiwen namako kute tawa jan olin mi. | For Christmas I **gave** my partner earrings."
7,kala Asi,give,v,2,∅,perform an action,"mi uta suwi e lawa soweli. | I **gave** the kitten a kiss on the forehead.
sina wile ala wile ken e mi? | Would you like to **give** me permission?"
0,ijo vivi,glance,v,,lukin lili,to look briefly,"mi **lukin lili** taso e kulupu la mi awen ala sona e sinpin jan. | I only **glanced** at the group, so I don't remember their faces."
6,lipamanka,glass,,,"kiwen, kiwen ni: sina ken lukin e ijo pi monsi ona",a hard substance that is transparent or transluscent ,lupa pi tomo mi la **kiwen ni** li lon: jan li lukin lon ona la ona li ken lukin e ijo pi monsi ona. | My window has a glass pane in it.
0,ijo vivi,glide,v,1,tawa lon {supa},move along a surface without being stopped by friction,"ilo tawa li **tawa** pona e tomo lon sewi telo. | The propeller allowed the boat to **glide** smoothly across the water.
ona li **tawa** musi lon supa lete. | They were **gliding** giddily on the ice surface."
0,ijo vivi,glide,v,2,tawa (lon kon),move through the air,mi pana e lipu **tawa kon** li lukin e **tawa** ona. | We threw paper planes and watched them **glide**.
0,ijo vivi,glow,v,,(pana e) suno,give off light,sitelen ni li lon pimeja la ona li **suno** a. | That charm can **glow** in the dark.
0,ijo vivi,glow,n,,suno,light source in the dark,mi lukin e **suno** kule lon ma pimeja pi monsi tomo. | I could see a neon **glow** from the woods behind the backyard.
7,lipamanka,glue,n,,ko (wan),a wet material that can bind two objects together once dried ,**ko** ni li ken **wan** wawa e ale! | This **glue** can fix anything! 
7,lipamanka,glue,v,,wan (kepeken ko),to apply such a material,"mi pakala e suno tomo, taso mi ken **wan** sin e anpa e sewi **kepeken ko**! | I broke my chandelier, but I can **glue** the bottom and the top together! "
7,kala Asi,go,v,1,tawa,proceed to a destination,tomo ni li **tawa** ma Sinsinasi. | This train is **going** to Cincinnati.
7,kala Asi,go,v,2,"weka, tawa","leave, move away","o **weka** ala tan mi. | I don't want you to **go**.
mi **tawa**. | I'm **going**."
7,kala Asi,go,v,3,pali,function properly,pakala la ilo li **pali** ala! | The engine just won't **go**!
7,ijo vivi,go,v,4,kama,proceed to begin a task,mi wile pona e tomo mi. mi **kama** ni a. | I wanted to clean my room. I'll **go** do that now.
2,ijo vivi,goat,n,1,soweli,a horned mammal that lives in the mountains and is known for ramming into things,mi weka e palisa tan lawa **soweli** li kalama kepeken ona. | I severed a horn from the **goat's** head and I'm using it to make noise.
2,ijo vivi,goat,n,2,"jan wawa, jan suli, jan sewi","""greatest of all time"", a particularly revered or appreciated person",sina taso li ken e ni: mi lon tomo ni. sina **wawa mute a**. | Thank you for helping me get into the club. You're **the goat**.
7,kala Asi,god,n,1,sewi,the divine,open la **sewi** li lon e sewi e ma. | In the beginning **God** created the heavens and the Earth.
7,kala Asi,god,n,2,jan sewi,the divine characterised in terms of personhood,ma Elena pi tenpo weka la jan li toki mute e **jan sewi** ona. | Ancient Greek texts share lots of stories about their **gods**.
7,"kala Asi, ijo vivi",god,interj,1,a,expression of emotions ,"pona **a** la mi kama ken lape! | Oh my **god**, finally I can sleep!
sina tawa lon ma pi ilo moli tan seme **a**? | **God**, what were you thinking just walking across the shooting range?"
0,ijo vivi,going to,,,see [gonna],(auxiliary verb expressing future tense),seme li kama? | What's **going** to happen?
2,kala Asi,gold,,,"kiwen mani, kiwen jelo",an expensive yellow metal,"mi lon ma nena la mi kama jo e **kiwen mani**. | We found a chunk of **gold** during our hike in the mountains.
kiwen walo li kama mani lili la **kiwen jelo** li awen mani suli. | While the price of silver dropped, the price of **gold** stayed high."
2,kala Asi,gold,,,jelo,"the colour resembling gold, gilded",lipu kule pi ma Wenesa la soweli **jelo** li lon. | The flag of Venice features a **gold** lion.
0,ijo vivi,gonna,,,"kama; wile, ken",(auxiliary verb expressing future tense),"mama o, jan ale li moli. | Mama, we're all **gonna** die.
mi **wile** esun e ilo pi mani lili. | I'm **going to** buy a computer for cheap.
mi weka lon suno kama nanpa tu. | I'm **gonna** leave in two days.
mi **kama** pali e moku a. | I'm **gonna** cook something now."
54,kala Asi,good,,,pona,"ethically moral, pleasant, effective, proper, reasonable, etc.",o **pona** tawa jan. jan o **pona** tawa sina. | Do **good** to others and others will do **good** to you.
6,kon Okisen,good night,,,mi weka,i'm leaving (the conversation),a! pimeja li kama suli! **mi weka**. | Ah! It's gotten late! **Good night**!
6,kon Okisen,good night,,,o lape pona,sleep well,"**o lape pona**, jan lili suwi o. | **Good night**, kiddo."
36,"mun Nanseki, lipamanka",goodbye,interj,1,"mi tawa, mi weka",i'm leaving (the conversation),"""o sona: nasin mi la sina ken pali ale wile-"" ""a, pakala, jan, a, pi tomo mi li wile e mi, **mi weka.""** | ""As you can see, with my method you can do anything you want-"" ""Oh, fuck, someone, uh, in my house wants me, **goodbye.""**"
36,ilo Ikosu Onsa,goodbye,interj,2,"tawa pona, o tawa pona, weka pona, o weka pona",(farewell said to someone who is leaving),"a sina tawa. **o tawa pona** | Oh, you need to go. **Goodbye**."
0,ijo vivi,got,,,see [get],(past tense of 'get'),esun pi mani lili la mi **kama jo** e ilo. | I **got** a computer from the discount store.
0,ijo vivi,got,,,jo,"be in possession of, [have]","mi **jo** e ilo moli. meli ala. meli ale o moli. | I **got** a gun, no girls, girls gotta die."
0,kala Asi,govern,,,lawa,"manage, control, administer",jan majuna li awen **lawa** e ma ni lon tenpo suli. | The old man has **governed** this land for decades.
0,jan Lisente,government,n,,"lawa, lawa ma",an organisation that rules a state,"pilin pi jan mute la **lawa ma** li pali sama ala wile mi. | According to the people, the **government** is not doing what we want it to."
0,,grab,,,,,
0,,grace,,,,,
0,ijo vivi,grand,,,suli,large or important,lupa telo **suli** li lon ma Ewisona. | The **Grand** Canyon is in Arizona.
0,ijo vivi,grand,,,pona,"good, nice","o esun e pan tawa moku kama. sina ni la **pona**. | If you could buy some bread for dinner, that would be **grand**."
2,,grass,,,,,
0,,grave,,,,,
0,ijo vivi,gray,adj,,"pimeja, pimeja walo",a light shade of black,mi wan e kiwen sinpin pimeja kepeken ko **walo**. | The black tiles are held together by a **grey** paste.
0,ijo vivi,gray,adj,,"walo, walo pimeja",a dark shade of white,"linja mute ona li kama walo a. taso linja lili li awen **pimeja**. | Most of her hair is white by now, but a couple of hairs are still **gray**."
0,lipamanka,great,adj,1,wawa,powerful,jan **wawa** Kolija li kama. | Goliath the **great** is coming.
0,lipamanka,great,adj,2,pona,"good, awesome, cool",soweli mi li moli ala. ni li **pona.** | My cat didn't die. That's **great.**
0,lipamanka,great,adj,3,"suli, mute",large or significant,"kiwen **suli** li pini e open lupa. | A **great** boulder blocked the opening to the cave. 
pilin pi ike **mute** li kama lon mi. | A **great** sadness has washed over me. "
0,lipamanka,great,interj,,wawa a,expression of approval and strong positive emotions,sina pali pona. **wawa a!** | You've done good work. **Great!**
3,ilo Tani,green,,1a,laso,a shade of turquoise/grue; the color of many plants,"open sike la, kasi li kama **laso** sin. | At the beginning of the year, plants turn **green** again."
3,ilo Tani,green,,1b,laso kasi,a shade of turquoise/grue as opposed to [blue],"nasa la telo ni li **laso** sama **kasi**. | Strangely, this water is green."
3,ilo Tani,green,,2,pona tawa ma,having a positive impact on the environment,"ilo mute sin li **pona tawa ma**, taso kulupu mute li pana ala e mani tawa ona. | Lots of new technologies are **green**, but many organizations don't invest in them."
0,,grin,,,,,
0,,grip,,,,,
2,jan Lisente,ground,n,,ma,a solid and walkable surface,ilo waso li tawa anpa li kama lon **ma**. | The plane flew down and hit the **ground**.
